INDEX,YEAR,MN,DT,RF,week
42939,2023,10,27,0.0,43
42939,2023,10,28,0.0,43
42939,2023,10,29,0.0,44
42939,2023,10,30,0.0,44
42939,2023,10,31,0.0,44
42939,2023,11,1,0.0,44
42939,2023,11,2,0.0,44
42939,2023,11,3,0.0,44
42939,2023,11,4,,44
42939,2023,11,5,0.0,45
42939,2023,11,6,0.0,45
42939,2023,11,7,0.0,45
42939,2023,11,8,0.0,45
42939,2023,11,9,0.0,45
42939,2023,11,10,0.0,45
42939,2023,11,11,0.0,45
42939,2023,11,12,0.0,46
42939,2023,11,13,,46
42939,2023,11,14,0.0,46
42939,2023,11,15,0.0,46
42939,2023,11,16,0.0,46
42939,2023,11,17,0.0,46
42939,2023,11,18,0.0,46
42939,2023,11,19,0.0,47
42939,2023,11,20,0.0,47
42939,2023,11,21,0.0,47
42939,2023,11,22,0.0,47
42939,2023,11,23,0.0,47
42939,2023,11,24,0.0,47
42939,2023,11,25,0.0,47
42939,2023,11,26,0.0,48
42939,2023,11,27,1.4,48
42939,2023,11,28,9.3,48
42939,2023,11,29,40.0,48
42939,2023,11,30,1.4,48
42939,2023,12,1,0.6,48
42939,2023,12,2,0.0,48
42939,2023,12,3,0.0,49
42939,2023,12,4,0.0,49
42939,2023,12,5,0.0,49
42939,2023,12,6,0.0,49
42939,2023,12,7,2.2,49
42939,2023,12,8,0.0,49
42939,2023,12,9,0.0,49
42939,2023,12,10,0.0,50
42939,2023,12,11,0.0,50
42939,2023,12,12,0.0,50
42939,2023,12,13,0.0,50
42939,2023,12,14,0.0,50
42939,2023,12,15,0.0,50
42939,2023,12,16,0.0,50
42939,2023,12,17,0.0,51
42939,2023,12,18,0.0,51
42939,2023,12,19,0.0,51
42939,2023,12,20,0.0,51
42939,2023,12,21,0.0,51
42939,2023,12,22,0.0,51
42939,2023,12,23,0.0,51
42939,2023,12,24,0.0,52
42939,2023,12,25,0.0,52
42939,2023,12,26,0.0,52
42939,2023,12,27,0.0,52
42939,2023,12,28,0.0,52
42939,2023,12,29,0.0,52
42939,2023,12,30,0.0,52
42939,2023,12,31,0.0,53
42939,2024,1,1,0.0,1
42939,2024,1,2,0.0,1
42939,2024,1,3,0.0,1
42939,2024,1,4,0.0,1
42939,2024,1,5,0.0,1
42939,2024,1,6,0.0,1
42939,2024,1,7,0.0,1
42939,2024,1,8,0.0,2
42939,2024,1,9,0.0,2
42939,2024,1,10,0.0,2
42939,2024,1,11,0.0,2
42939,2024,1,12,0.0,2
42939,2024,1,13,0.0,2
42939,2024,1,14,0.0,2
42939,2024,1,15,0.0,3
42939,2024,1,16,0.0,3
42939,2024,1,17,0.0,3
42939,2024,1,18,0.0,3
42939,2024,1,19,0.0,3
42939,2024,1,20,0.0,3
42939,2024,1,21,0.0,3
42939,2024,1,22,0.0,4
42939,2024,1,23,0.0,4
42939,2024,1,24,0.0,4
42939,2024,1,25,0.0,4
42939,2024,1,26,0.0,4
42939,2024,1,27,0.0,4
42939,2024,1,28,0.0,4
42939,2024,1,29,0.0,5
42939,2024,1,30,0.0,5
42939,2024,1,31,0.0,5
42939,2024,2,1,0.0,5
42939,2024,2,2,0.0,5
42939,2024,2,3,0.0,5
42939,2024,2,4,0.0,5
42939,2024,2,5,0.0,6
42939,2024,2,6,0.0,6
42939,2024,2,7,0.0,6
42939,2024,2,8,0.0,6
42939,2024,2,9,0.0,6
42939,2024,2,10,0.0,6
42939,2024,2,11,0.0,6
42939,2024,2,12,0.0,7
42939,2024,2,13,0.0,7
42939,2024,2,14,0.0,7
42939,2024,2,15,0.0,7
42939,2024,2,16,0.0,7
42939,2024,2,17,0.0,7
42939,2024,2,18,0.0,7
42939,2024,2,19,0.0,8
42939,2024,2,20,0.0,8
42939,2024,2,21,0.0,8
42939,2024,2,22,0.0,8
42939,2024,2,23,0.0,8
42939,2024,2,24,0.0,8
42939,2024,2,25,0.0,8
42939,2024,2,26,0.0,9
42939,2024,2,27,0.0,9
42939,2024,2,28,0.0,9
42939,2024,2,29,0.0,9
42939,2024,3,1,0.0,9
42939,2024,3,2,0.0,9
42939,2024,3,3,0.0,9
42939,2024,3,4,0.0,10
42939,2024,3,5,0.0,10
42939,2024,3,6,0.0,10
42939,2024,3,7,0.0,10
42939,2024,3,8,0.0,10
42939,2024,3,9,0.0,10
42939,2024,3,10,0.0,10
42939,2024,3,11,0.0,11
42939,2024,3,12,0.0,11
42939,2024,3,13,0.0,11
42939,2024,3,14,0.0,11
42939,2024,3,15,0.0,11
42939,2024,3,16,0.0,11
42939,2024,3,17,0.0,11
42939,2024,3,18,0.0,12
42939,2024,3,19,0.0,12
42939,2024,3,20,13.0,12
42939,2024,3,21,0.0,12
42939,2024,3,22,0.0,12
42939,2024,3,23,0.0,12
42939,2024,3,24,0.0,12
42939,2024,3,25,0.0,13
42939,2024,3,26,0.0,13
42939,2024,3,27,0.0,13
42939,2024,3,28,0.0,13
42939,2024,3,29,0.0,13
42939,2024,3,30,0.0,13
42939,2024,3,31,0.0,13
42939,2024,4,1,0.0,14
42939,2024,4,2,0.0,14
42939,2024,4,3,0.0,14
42939,2024,4,4,0.0,14
42939,2024,4,5,0.0,14
42939,2024,4,6,0.0,14
42939,2024,4,7,0.0,14
42939,2024,4,8,0.6,15
42939,2024,4,9,22.8,15
42939,2024,4,10,12.0,15
42939,2024,4,11,8.8,15
42939,2024,4,13,10.2,15
42939,2024,4,14,1.2,15
42939,2024,4,15,0.0,16
42939,2024,4,16,4.6,16
42939,2024,4,17,0.0,16
42939,2024,4,18,0.0,16
42939,2024,4,19,0.0,16
42939,2024,4,20,0.0,16
42939,2024,4,21,0.0,16
42939,2024,4,22,0.0,17
42939,2024,4,23,0.0,17
42939,2024,4,24,0.0,17
42939,2024,4,25,0.0,17
42939,2024,4,26,0.0,17
42939,2024,4,27,0.0,17
42939,2024,4,28,12.0,17
42939,2024,4,29,2.0,18
42939,2024,4,30,0.0,18
42939,2024,5,1,0.0,18
42939,2024,5,2,0.0,18
42939,2024,5,3,0.0,18
42939,2024,5,4,0.0,18
42939,2024,5,5,0.0,18
42939,2024,5,6,0.0,19
42939,2024,5,7,0.0,19
42939,2024,5,8,0.0,19
42939,2024,5,9,0.0,19
42939,2024,5,10,0.0,19
42939,2024,5,11,0.0,19
